0,1,2
ball,there,<\s>
<s>,yeah,<\s>
<s>,get,them
get,them,out
them,out,<\s>
<s>,those,ones
those,ones,<\s>
<s>,know,what
know,what,is
what,is,<\s>
<s>,it's,a
it's,a,xxx
a,xxx,<\s>
<s>,they're,bricks
they're,bricks,<\s>
<s>,xxx,<\s>
<s>,they're,mine
they're,mine,<\s>
<s>,yes,<\s>
<s>,xxx,<\s>
<s>,mummy's,xxx
mummy's,xxx,<\s>
<s>,xxx,<\s>
<s>,xxx,<\s>
<s>,i,won't
i,won't,willn't
won't,willn't,let
willn't,let,you
let,you,have
you,have,these
have,these,<\s>
<s>,no,<\s>
<s>,no,<\s>
<s>,no,no
no,no,<\s>
<s>,can't,<\s>
<s>,what's,that
what's,that,noise
that,noise,<\s>
<s>,that's,ice
that's,ice,van
ice,van,anna
van,anna,<\s>
<s>,it's,not
it's,not,got
not,got,no
got,no,ice
no,ice,in
ice,in,it
in,it,<\s>
<s>,xxx,there
xxx,there,<\s>
<s>,look,<\s>
<s>,yes,<\s>
<s>,i,have
i,have,got
have,got,better
got,better,idea
better,idea,<\s>
<s>,yes,<\s>
<s>,xxx,<\s>
<s>,i,need
i,need,this
need,this,<\s>
<s>,i,need
i,need,this
need,this,<\s>
<s>,this,thing
this,thing,<\s>
<s>,fit,it
fit,it,in
it,in,<\s>
<s>,it,work
it,work,<\s>
<s>,mummy,turn
mummy,turn,it
turn,it,round
it,round,<\s>
<s>,yes,<\s>
<s>,my,daddy's
my,daddy's,<\s>
<s>,i,want
i,want,this
want,this,horsie
this,horsie,on
horsie,on,<\s>
<s>,i,have
i,have,got
have,got,horsie
got,horsie,here
horsie,here,<\s>
<s>,i,put
i,put,i
put,i,put
i,put,that
put,that,on
that,on,<\s>
<s>,that,way
that,way,<\s>
<s>,like,that
like,that,<\s>
<s>,i,want
i,want,<\s>
<s>,i,i
i,i,want
i,want,<\s>
<s>,i,want
i,want,a
want,a,man
a,man,to
man,to,sit
to,sit,on
sit,on,him
on,him,<\s>
<s>,i,want
i,want,a
want,a,man
a,man,to
man,to,sit
to,sit,on
sit,on,him
on,him,<\s>
<s>,that's,a
that's,a,man
a,man,<\s>
<s>,that's,a
that's,a,man
a,man,<\s>
<s>,put,that
put,that,man
that,man,on
man,on,the
on,the,horsie
the,horsie,<\s>
<s>,take,that
take,that,one
that,one,off
one,off,the
off,the,horsie
the,horsie,<\s>
<s>,he's,stuck
he's,stuck,on
stuck,on,the
on,the,horsie
the,horsie,<\s>
<s>,he's,stuck
he's,stuck,on
stuck,on,horsie
on,horsie,<\s>
<s>,no,<\s>
<s>,yes,<\s>
<s>,it's,your
it's,your,turn
your,turn,<\s>
<s>,yes,<\s>
<s>,that,one
that,one,<\s>
<s>,yes,<\s>
<s>,i,found
i,found,this
found,this,fork
this,fork,on
fork,on,the
on,the,way
the,way,back
way,back,<\s>
<s>,it,was
it,was,dirty
was,dirty,<\s>
<s>,it,don't
it,don't,<\s>
<s>,what,is
what,is,it
is,it,<\s>
<s>,i,have
i,have,got
have,got,daddy
got,daddy,sort
daddy,sort,it
sort,it,sort
it,sort,it
sort,it,out
it,out,when
out,when,he
when,he,comes
he,comes,in
comes,in,<\s>
<s>,xxx,<\s>
<s>,he,should
he,should,have
should,have,tongue
have,tongue,<\s>
<s>,i,got
i,got,a
got,a,<\s>
<s>,it's,a
it's,a,tongue
a,tongue,<\s>
<s>,he,should
he,should,have
should,have,tongue
have,tongue,<\s>
<s>,he,likes
he,likes,tongue
likes,tongue,<\s>
<s>,xxx,tongue
xxx,tongue,on
tongue,on,a
on,a,spoon
a,spoon,<\s>
<s>,xxx,<\s>
<s>,cheese,on
cheese,on,toast
on,toast,<\s>
<s>,xxx,<\s>
<s>,yes,<\s>
<s>,it,won't
it,won't,willn't
won't,willn't,turn
willn't,turn,round
turn,round,that
round,that,way
that,way,<\s>
<s>,it,won't
it,won't,willn't
won't,willn't,turn
willn't,turn,that
turn,that,way
that,way,<\s>
<s>,xxx,<\s>
<s>,no,<\s>
<s>,i,want
i,want,a
want,a,man
a,man,on
man,on,him
on,him,<\s>
<s>,that,one
that,one,goes
one,goes,on
goes,on,elephant
on,elephant,<\s>
<s>,dan,<\s>
<s>,what's,what's
what's,what's,what's
what's,what's,his
what's,his,friend
his,friend,going
friend,going,to
going,to,go
to,go,on
go,on,<\s>
<s>,the,horse
the,horse,<\s>
<s>,that's,my
that's,my,merry
my,merry,<\s>
<s>,it,won't
it,won't,willn't
won't,willn't,turn
willn't,turn,round
turn,round,<\s>
<s>,xxx,<\s>
<s>,horsie,<\s>
<s>,horsie,horsie
horsie,horsie,don't
horsie,don't,you
don't,you,stop
you,stop,<\s>
<s>,yes,<\s>
<s>,where's,my
where's,my,music
my,music,box
music,box,<\s>
<s>,where,is
where,is,it
is,it,<\s>
<s>,no,<\s>
<s>,anna,<\s>
<s>,mess,up
mess,up,that
up,that,<\s>
<s>,i,mess
i,mess,up
mess,up,those
up,those,<\s>
<s>,anna,<\s>
<s>,know,where
know,where,my
where,my,singing
my,singing,box
singing,box,is
box,is,<\s>
<s>,mummy,don't
mummy,don't,know
don't,know,don't
know,don't,know
don't,know,where
know,where,it
where,it,is
it,is,<\s>
<s>,rice,<\s>
<s>,you,don't
you,don't,like
don't,like,germs
like,germs,<\s>
<s>,he's,crying
he's,crying,<\s>
<s>,he's,crying
he's,crying,on
crying,on,your
on,your,side
your,side,<\s>
<s>,rice,<\s>
<s>,weasel,<\s>
<s>,anna,<\s>
<s>,it's,not
it's,not,funny
not,funny,that
funny,that,<\s>
<s>,that's,not
that's,not,funny
not,funny,<\s>
<s>,that's,not
that's,not,funny
not,funny,<\s>
<s>,you,do
you,do,that
do,that,<\s>
<s>,that's,funny
that's,funny,to
funny,to,do
to,do,that
do,that,<\s>
<s>,they,can't
they,can't,<\s>
<s>,they,can't
they,can't,<\s>
<s>,they,can't
they,can't,<\s>
<s>,no,<\s>
<s>,i,want
i,want,this
want,this,<\s>
<s>,xxx,<\s>
<s>,no,<\s>
<s>,i,am
i,am,fetching
am,fetching,him
fetching,him,<\s>
<s>,a,friend
a,friend,<\s>
<s>,it's,nicola
it's,nicola,<\s>
<s>,nicola's,not
nicola's,not,<\s>
<s>,yes,<\s>
<s>,yes,<\s>
<s>,yes,<\s>
<s>,i,want
i,want,xxx
want,xxx,on
xxx,on,one
on,one,day
one,day,<\s>
<s>,i,want
i,want,<\s>
<s>,what's,that
what's,that,<\s>
<s>,those,will
those,will,turn
will,turn,round
turn,round,<\s>
<s>,it,stuck
it,stuck,<\s>
<s>,it,can't
it,can't,get
can't,get,round
get,round,<\s>
<s>,yes,<\s>
<s>,yes,<\s>
<s>,i,go
i,go,i
go,i,go
i,go,let
go,let,nicola
let,nicola,<\s>
<s>,nicola's,got
nicola's,got,her
got,her,own
her,own,dinner
own,dinner,<\s>
<s>,hotchpotch,house
hotchpotch,house,was
house,was,on
was,on,<\s>
<s>,hotchpotch,xxx
hotchpotch,xxx,<\s>
<s>,hotchpotch,<\s>
<s>,no,<\s>
<s>,no,<\s>
<s>,no,<\s>
<s>,it's,not
it's,not,in
not,in,there
in,there,<\s>
<s>,in,this
in,this,book
this,book,<\s>
<s>,i,think
i,think,it's
think,it's,not
it's,not,<\s>
<s>,teddy,can
teddy,can,teddy
can,teddy,can
teddy,can,reach
can,reach,<\s>
<s>,who,had
who,had,it
had,it,<\s>
<s>,his,friend
his,friend,had
friend,had,<\s>
<s>,yes,<\s>
<s>,i,go
i,go,cover
go,cover,his
cover,his,dinner
his,dinner,up
dinner,up,<\s>
<s>,and,his
and,his,<\s>
<s>,yes,<\s>
<s>,xxx,<\s>
<s>,i,don't
i,don't,want
don't,want,it
want,it,to
it,to,do
to,do,that
do,that,<\s>
<s>,xxx,<\s>
<s>,his,bath
his,bath,<\s>
<s>,what's,he
what's,he,doing
he,doing,in
doing,in,here
in,here,<\s>
<s>,he's,hiding
he's,hiding,off
hiding,off,his
off,his,mummy
his,mummy,<\s>
<s>,he's,just
he's,just,hiding
just,hiding,<\s>
<s>,yeah,<\s>
<s>,yes,i
yes,i,am
i,am,<\s>
<s>,no,<\s>
<s>,i,want
i,want,off
want,off,<\s>
<s>,take,this
take,this,off
this,off,<\s>
<s>,please,<\s>
<s>,take,it
take,it,off
it,off,<\s>
<s>,no,<\s>
<s>,i,won't
i,won't,willn't
won't,willn't,put
willn't,put,another
put,another,one
another,one,on
one,on,<\s>
<s>,put,her
put,her,knick_knicks
her,knick_knicks,on
knick_knicks,on,<\s>
<s>,i,put
i,put,a
put,a,dress
a,dress,on
dress,on,<\s>
<s>,no,<\s>
<s>,i,want
i,want,dolly
want,dolly,to
dolly,to,freeze
to,freeze,cold
freeze,cold,<\s>
<s>,no,trousers
no,trousers,on
trousers,on,<\s>
<s>,yes,<\s>
<s>,yes,<\s>
<s>,it's,mine
it's,mine,<\s>
<s>,bottom,<\s>
<s>,dolly's,go
dolly's,go,jump
go,jump,in
jump,in,that
in,that,<\s>
<s>,that,pond's
that,pond's,<\s>
<s>,it's,a
it's,a,pond
a,pond,<\s>
<s>,yes,<\s>
<s>,i,take
i,take,them
take,them,out
them,out,<\s>
<s>,take,them
take,them,out
them,out,<\s>
<s>,because,there
because,there,there
there,there,some
there,some,sharks
some,sharks,in
sharks,in,xxx
in,xxx,<\s>
<s>,take,all
take,all,them
all,them,take
them,take,all
take,all,them
all,them,<\s>
<s>,yes,<\s>
<s>,mummy,and
mummy,and,mummy
and,mummy,and
mummy,and,daddy
and,daddy,<\s>
<s>,go,with
go,with,mummy
with,mummy,and
mummy,and,with
and,with,mummy
with,mummy,and
mummy,and,daddy
and,daddy,<\s>
<s>,socks,<\s>
<s>,there,dolly
there,dolly,socks
dolly,socks,<\s>
<s>,there,are
there,are,dolly
are,dolly,there
dolly,there,are
there,are,dolly
are,dolly,socks
dolly,socks,<\s>
<s>,don't,<\s>
<s>,don't,<\s>
<s>,i,want
i,want,dolly's
want,dolly's,eyes
dolly's,eyes,open
eyes,open,<\s>
<s>,yes,<\s>
<s>,dolly,won't
dolly,won't,willn't
won't,willn't,<\s>
<s>,dolly,won't
dolly,won't,willn't
won't,willn't,talk
willn't,talk,<\s>
<s>,anna,<\s>
<s>,panda's,go
panda's,go,jump
go,jump,in
jump,in,that
in,that,there
that,there,<\s>
<s>,want,his
want,his,shoes
his,shoes,to
shoes,to,go
to,go,off
go,off,<\s>
<s>,his,arms
his,arms,fit
arms,fit,in
fit,in,<\s>
<s>,his,arms
his,arms,fit
arms,fit,in
fit,in,<\s>
<s>,dive,<\s>
<s>,he's,diving
he's,diving,in
diving,in,<\s>
<s>,he's,dive
he's,dive,<\s>
<s>,he's,back
he's,back,back
back,back,<\s>
<s>,no,<\s>
<s>,i,go
i,go,take
go,take,it
take,it,away
it,away,<\s>
<s>,and,xxx
and,xxx,go
xxx,go,in
go,in,<\s>
<s>,i,go
i,go,build
go,build,a
build,a,house
a,house,for
house,for,panda
for,panda,<\s>
<s>,yeah,<\s>
<s>,yes,i
yes,i,did
i,did,<\s>
<s>,i,got
i,got,xxx
got,xxx,<\s>
<s>,yes,<\s>
<s>,there's,anna's
there's,anna's,cup
anna's,cup,tea
cup,tea,<\s>
<s>,yeah,<\s>
<s>,xxx,brick
xxx,brick,on
brick,on,<\s>
<s>,it's,for
it's,for,panda
for,panda,now
panda,now,<\s>
<s>,not,built
not,built,it
built,it,for
it,for,he
for,he,<\s>
<s>,it's,xxx
it's,xxx,<\s>
<s>,he,can't
he,can't,get
can't,get,<\s>
<s>,i,xxx
i,xxx,<\s>
<s>,he,can't
he,can't,get
can't,get,cold
get,cold,<\s>
<s>,he,walks
he,walks,<\s>
<s>,yes,<\s>
<s>,that,one
that,one,goes
one,goes,on
goes,on,there
on,there,<\s>
<s>,yes,<\s>
<s>,hop,hop
hop,hop,<\s>
<s>,hop,<\s>
<s>,you,can't
you,can't,<\s>
<s>,i,just
i,just,knock
just,knock,it
knock,it,down
it,down,<\s>
<s>,you,can't
you,can't,build
can't,build,<\s>
<s>,no,<\s>
<s>,yes,<\s>
<s>,no,<\s>
<s>,no,<\s>
<s>,mummy,<\s>
<s>,you,close
you,close,eyes
close,eyes,<\s>
<s>,you,go
you,go,up
go,up,and
up,and,down
and,down,<\s>
<s>,what's,in
what's,in,your
in,your,teeth
your,teeth,<\s>
<s>,what's,in
what's,in,your
in,your,teeth
your,teeth,<\s>
<s>,what's,in
what's,in,it
in,it,<\s>
<s>,i,have
i,have,got
have,got,<\s>
<s>,i,have
i,have,got
have,got,one
got,one,there
one,there,<\s>
<s>,you,have
you,have,got
have,got,one
got,one,<\s>
<s>,you,have
you,have,got
have,got,gold
got,gold,one
gold,one,there
one,there,<\s>
<s>,you,have
you,have,got
have,got,gold
got,gold,one
gold,one,there
one,there,<\s>
<s>,you,have
you,have,got
have,got,one
got,one,up
one,up,there
up,there,<\s>
<s>,you,have
you,have,got
have,got,one
got,one,round
one,round,there
round,there,<\s>
<s>,there,it
there,it,is
it,is,<\s>
<s>,that's,a
that's,a,gold
a,gold,one
gold,one,up
one,up,there
up,there,<\s>
<s>,yeah,<\s>
<s>,yes,<\s>
<s>,yes,<\s>
<s>,get,my
get,my,pig
my,pig,<\s>
<s>,he's,he's
he's,he's,got
he's,got,no
got,no,legs
no,legs,<\s>
<s>,his,feet
his,feet,off
feet,off,<\s>
<s>,that,<\s>
<s>,he,can't
he,can't,have
can't,have,a
have,a,friend
a,friend,<\s>
<s>,no,<\s>
<s>,he,don't
he,don't,talks
don't,talks,<\s>
<s>,no,<\s>
<s>,yes,i
yes,i,do
i,do,<\s>
<s>,you,play
you,play,with
play,with,your
with,your,toys
your,toys,<\s>
<s>,yes,<\s>
<s>,you,haven't
you,haven't,got
haven't,got,a
got,a,little
a,little,man
little,man,<\s>
<s>,xxx,<\s>
<s>,you,don't
you,don't,get
don't,get,a
get,a,little
a,little,man
little,man,<\s>
<s>,twenty,<\s>
<s>,xxx,<\s>
<s>,twenty,<\s>
<s>,sixty,<\s>
<s>,xxx,<\s>
<s>,sixty,<\s>
<s>,i,have
i,have,got
have,got,pond
got,pond,here
pond,here,for
here,for,him
for,him,<\s>
<s>,got,a
got,a,pond
a,pond,here
pond,here,for
here,for,him
for,him,<\s>
<s>,hop,<\s>
<s>,yes,they
yes,they,do
they,do,<\s>
<s>,here's,a
here's,a,big
a,big,here's
big,here's,a
here's,a,big
a,big,shark
big,shark,<\s>
<s>,it's,got
it's,got,big
got,big,eyes
big,eyes,<\s>
<s>,what,are
what,are,those
are,those,<\s>
<s>,he's,go
he's,go,eat
go,eat,panda
eat,panda,up
panda,up,<\s>
<s>,no,<\s>
<s>,he,can't
he,can't,<\s>
<s>,i,go
i,go,xxx
go,xxx,<\s>
<s>,put,him
put,him,in
him,in,the
in,the,pond
the,pond,<\s>
<s>,i,go
i,go,cover
go,cover,this
cover,this,one
this,one,up
one,up,<\s>
<s>,he,jump
he,jump,in
jump,in,<\s>
<s>,yes,they
yes,they,do
they,do,<\s>
<s>,like,drinking
like,drinking,water
drinking,water,<\s>
<s>,he's,fallen
he's,fallen,in
fallen,in,<\s>
<s>,the,lions
the,lions,go
lions,go,in
go,in,<\s>
<s>,oh,<\s>
<s>,he,won't
he,won't,willn't
won't,willn't,he
willn't,he,won't
he,won't,willn't
won't,willn't,eat
willn't,eat,the
eat,the,horse
the,horse,up
horse,up,<\s>
<s>,yeah,<\s>
<s>,xxx,<\s>
<s>,yeah,<\s>
<s>,he,want
he,want,<\s>
<s>,that,<\s>
<s>,it,won't
it,won't,willn't
won't,willn't,<\s>
<s>,i,want
i,want,the
want,the,cows
the,cows,swim
cows,swim,too
swim,too,<\s>
<s>,i,like
i,like,<\s>
<s>,he,can
he,can,go
can,go,in
go,in,too
in,too,<\s>
<s>,he's,go
he's,go,dive
go,dive,in
dive,in,<\s>
<s>,he,can
he,can,go
can,go,in
go,in,too
in,too,<\s>
<s>,he,can
he,can,go
can,go,in
go,in,too
in,too,<\s>
<s>,no,<\s>
<s>,he's,got
he's,got,cold
got,cold,<\s>
<s>,that,pig
that,pig,can
pig,can,go
can,go,in
go,in,<\s>
<s>,anna,<\s>
<s>,anna,can't
anna,can't,take
can't,take,my
take,my,one
my,one,<\s>
<s>,i,go
i,go,like
go,like,that
like,that,<\s>
<s>,here,<\s>
<s>,me,<\s>
<s>,choo_choo,<\s>
<s>,yes,<\s>
<s>,yeah,<\s>
<s>,beepbeep,<\s>
<s>,it,won't
it,won't,willn't
won't,willn't,beep
willn't,beep,<\s>
<s>,you,try
you,try,<\s>
<s>,no,<\s>
<s>,anna,<\s>
<s>,how,it
how,it,burst
it,burst,last
burst,last,week
last,week,<\s>
<s>,how,it
how,it,burst
it,burst,<\s>
<s>,how,it
how,it,burst
it,burst,like
burst,like,that
like,that,<\s>
<s>,xxx,<\s>
<s>,it,burst
it,burst,<\s>
<s>,get,balloon
get,balloon,out
balloon,out,<\s>
<s>,you,get
you,get,<\s>
<s>,you,get
you,get,another
get,another,balloon
another,balloon,<\s>
<s>,xxx,<\s>
<s>,it's,got
it's,got,a
got,a,hole
a,hole,in
hole,in,it
in,it,<\s>
<s>,anna,<\s>
<s>,yes,<\s>
<s>,anna,<\s>
<s>,it's,been
it's,been,raining
been,raining,<\s>
<s>,it,rain
it,rain,in
rain,in,the
in,the,car
the,car,<\s>
<s>,xxx,<\s>
<s>,nana,<\s>
<s>,you,have
you,have,got
have,got,nana
got,nana,<\s>
<s>,he,give
he,give,me
give,me,a
me,a,nana
a,nana,<\s>
<s>,yeah,<\s>
<s>,chips,<\s>
<s>,for,my
for,my,xxx
my,xxx,<\s>
<s>,orange,<\s>
<s>,xxx,<\s>
<s>,orange,<\s>
<s>,i,don't
i,don't,like
don't,like,dog
like,dog,food
dog,food,<\s>
<s>,yes,<\s>
<s>,no,<\s>
<s>,i,don't
i,don't,like
don't,like,it
like,it,<\s>
<s>,no,<\s>
<s>,that's,a
that's,a,bit
a,bit,xxx
bit,xxx,<\s>
<s>,you,don't
you,don't,like
don't,like,it
like,it,<\s>
<s>,i,go
i,go,take
go,take,it
take,it,away
it,away,<\s>
<s>,you,can't
you,can't,<\s>
<s>,oh,<\s>
<s>,my,orange
my,orange,<\s>
<s>,what's,this
what's,this,<\s>
<s>,you,cook
you,cook,it
cook,it,for
it,for,me
for,me,<\s>
<s>,i,don't
i,don't,want
don't,want,my
want,my,dinner
my,dinner,<\s>
<s>,i,went
i,went,the
went,the,bus
the,bus,<\s>
<s>,the,bus
the,bus,<\s>
<s>,yes,<\s>
<s>,let,me
let,me,have
me,have,a
have,a,drink
a,drink,<\s>
<s>,you,have
you,have,got
have,got,your
got,your,drink
your,drink,<\s>
<s>,that's,anna's
that's,anna's,drink
anna's,drink,<\s>
<s>,this,is
this,is,the
is,the,wrong
the,wrong,one
wrong,one,<\s>
<s>,yes,<\s>
<s>,cats,on
cats,on,there
on,there,<\s>
<s>,mummy,<\s>
<s>,chucklevision,<\s>
<s>,i,like
i,like,chucklevision
like,chucklevision,<\s>
<s>,chucklevision,<\s>
<s>,i,like
i,like,chucklevision
like,chucklevision,<\s>
<s>,it's,all
it's,all,about
all,about,pond
about,pond,<\s>
<s>,it's,all
it's,all,about
all,about,going
about,going,on
going,on,holidays
on,holidays,<\s>
<s>,xxx,<\s>
<s>,look,<\s>
<s>,yes,<\s>
<s>,i,am
i,am,sit
am,sit,on
sit,on,dolly's
on,dolly's,<\s>
<s>,yeah,<\s>
<s>,we,have
we,have,<\s>
<s>,it,started
it,started,it
started,it,started
it,started,snowing
started,snowing,<\s>
<s>,it,started
it,started,snowing
started,snowing,<\s>
<s>,we,build
we,build,snowman
build,snowman,<\s>
<s>,we,saw
we,saw,<\s>
<s>,we,put
we,put,the
put,the,top
the,top,on
top,on,there
on,there,<\s>
<s>,i,bump
i,bump,my
bump,my,toe
my,toe,on
toe,on,there
on,there,<\s>
<s>,where's,where's
where's,where's,it
where's,it,going
it,going,<\s>
<s>,a,<\s>
<s>,that,apple
that,apple,<\s>
<s>,that's,that's
that's,that's,orange
that's,orange,<\s>
<s>,apple,<\s>
<s>,caterpillar,<\s>
<s>,a,worm
a,worm,<\s>
<s>,a,<\s>
<s>,xxx,<\s>
<s>,i,have
i,have,got
have,got,i
got,i,have
i,have,got
have,got,to
got,to,read
to,read,the
read,the,instructions
the,instructions,<\s>
<s>,there's,<\s>
<s>,the,cat
the,cat,<\s>
<s>,yes,<\s>
<s>,that's,that's
that's,that's,the
that's,the,ball
the,ball,there
ball,there,<\s>
<s>,there,it
there,it,is
it,is,<\s>
<s>,there,it
there,it,is
it,is,<\s>
<s>,there,it
there,it,is
it,is,<\s>
<s>,there,<\s>
<s>,there's,the
there's,the,ball
the,ball,<\s>
<s>,a,for
a,for,apple
for,apple,<\s>
<s>,it,don't
it,don't,goes
don't,goes,that
goes,that,way
that,way,anna
way,anna,<\s>
<s>,yes,<\s>
<s>,i,know
i,know,anna
know,anna,<\s>
<s>,i,have
i,have,got
have,got,to
got,to,read
to,read,the
read,the,instructions
the,instructions,<\s>
<s>,got,to
got,to,read
to,read,the
read,the,instructions
the,instructions,<\s>
<s>,got,to
got,to,read
to,read,the
read,the,instructions
the,instructions,<\s>
<s>,there,stripy
there,stripy,<\s>
<s>,keep,looking
keep,looking,for
looking,for,it
for,it,<\s>
<s>,keep,looking
keep,looking,for
looking,for,it
for,it,<\s>
<s>,on,the
on,the,boiler
the,boiler,<\s>
<s>,they,have
they,have,got
have,got,sleep
got,sleep,on
sleep,on,the
on,the,boiler
the,boiler,anna
boiler,anna,<\s>
<s>,yes,<\s>
<s>,xxx,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,it,goes
it,goes,that
goes,that,way
that,way,<\s>
<s>,orange,<\s>
<s>,what,what
what,what,you
what,you,need
you,need,<\s>
<s>,the,dog
the,dog,<\s>
<s>,where's,the
where's,the,<\s>
<s>,keep,looking
keep,looking,<\s>
<s>,i,have
i,have,got
have,got,to
got,to,read
to,read,instructions
read,instructions,<\s>
<s>,again,<\s>
<s>,again,<\s>
<s>,i,got
i,got,xxx
got,xxx,<\s>
<s>,it's,on
it's,on,the
on,the,instructions
the,instructions,<\s>
<s>,yeah,<\s>
<s>,there's,the
there's,the,doll
the,doll,<\s>
<s>,there's,the
there's,the,big
the,big,one
big,one,<\s>
<s>,where's,her
where's,her,go
her,go,<\s>
<s>,next,to
next,to,the
to,the,cat
the,cat,<\s>
<s>,that's,her
that's,her,foot
her,foot,<\s>
<s>,that's,that's
that's,that's,a
that's,a,boiled
a,boiled,egg
boiled,egg,<\s>
<s>,yeah,<\s>
<s>,that's,the
that's,the,egg
the,egg,<\s>
<s>,further,away
further,away,<\s>
<s>,getting,colder
getting,colder,<\s>
<s>,it,got
it,got,xxx
got,xxx,<\s>
<s>,you,got
you,got,xxx
got,xxx,to
xxx,to,it
to,it,<\s>
<s>,you,got
you,got,xxx
got,xxx,to
xxx,to,it
to,it,<\s>
<s>,xxx,<\s>
<s>,keep,looking
keep,looking,<\s>
<s>,keep,looking
keep,looking,<\s>
<s>,there,<\s>
<s>,there,<\s>
<s>,there,<\s>
<s>,there,<\s>
<s>,that's,the
that's,the,spoon
the,spoon,<\s>
<s>,i,have
i,have,got
have,got,to
got,to,read
to,read,the
read,the,instructions
the,instructions,<\s>
<s>,the,frog
the,frog,<\s>
<s>,it,has
it,has,a
has,a,tum
a,tum,<\s>
<s>,he,have
he,have,got
have,got,stuck
got,stuck,in
stuck,in,a
in,a,bucket
a,bucket,<\s>
<s>,it's,tried
it's,tried,to
tried,to,get
to,get,out
get,out,<\s>
<s>,it,couldn't
it,couldn't,jump
couldn't,jump,out
jump,out,<\s>
<s>,it,was
it,was,it
was,it,was
it,was,it
was,it,was
it,was,cold
was,cold,<\s>
<s>,he,couldn't
he,couldn't,get
couldn't,get,out
get,out,<\s>
<s>,he,tipped
he,tipped,him
tipped,him,him
him,him,out
him,out,<\s>
<s>,in,the
in,the,grass
the,grass,<\s>
<s>,yeah,<\s>
<s>,in,mary's
in,mary's,pond
mary's,pond,<\s>
<s>,in,mary's
in,mary's,pond
mary's,pond,<\s>
<s>,yes,<\s>
<s>,lots,<\s>
<s>,keep,looking
keep,looking,<\s>
<s>,keep,looking
keep,looking,<\s>
<s>,croak,<\s>
<s>,keep,looking
keep,looking,<\s>
<s>,keep,looking
keep,looking,<\s>
<s>,there,it
there,it,is
it,is,<\s>
<s>,there,it
there,it,is
it,is,<\s>
<s>,that's,the
that's,the,frog
the,frog,there
frog,there,<\s>
<s>,that's,upside
that's,upside,down
upside,down,<\s>
<s>,but,it
but,it,<\s>
<s>,but,it
but,it,xxx
it,xxx,on
xxx,on,that
on,that,<\s>
<s>,but,it
but,it,xxx
it,xxx,on
xxx,on,that
on,that,<\s>
<s>,what,that
what,that,xxx
that,xxx,<\s>
<s>,that's,that's
that's,that's,f
that's,f,for
f,for,frog
for,frog,anna
frog,anna,<\s>
<s>,that,goes
that,goes,that
goes,that,way
that,way,<\s>
<s>,we,saw
we,saw,some
saw,some,goats
some,goats,<\s>
<s>,some,baby
some,baby,goats
baby,goats,<\s>
<s>,yeah,<\s>
<s>,you,tell
you,tell,me
tell,me,<\s>
<s>,they,were
they,were,kids
were,kids,<\s>
<s>,i,keep
i,keep,keep
keep,keep,looking
keep,looking,<\s>
<s>,there,it
there,it,is
it,is,<\s>
<s>,the,mummy
the,mummy,<\s>
<s>,tell,me
tell,me,<\s>
<s>,yes,<\s>
<s>,sarah,<\s>
<s>,lynn,<\s>
<s>,they,didn't
they,didn't,call
didn't,call,the
call,the,big
the,big,one
big,one,a
one,a,name
a,name,<\s>
<s>,i,wouldn't
i,wouldn't,tell
wouldn't,tell,them
tell,them,<\s>
<s>,look,<\s>
<s>,my,daddy's
my,daddy's,gone
daddy's,gone,to
gone,to,work
to,work,<\s>
<s>,that's,the
that's,the,part
the,part,of
part,of,the
of,the,frog's
the,frog's,leg
frog's,leg,<\s>
<s>,it,fits
it,fits,<\s>
<s>,no,<\s>
<s>,i,haven't
i,haven't,<\s>
<s>,i,have
i,have,got
have,got,to
got,to,look
to,look,at
look,at,them
at,them,now
them,now,<\s>
<s>,that,g
that,g,for
g,for,goat
for,goat,<\s>
<s>,hat,<\s>
<s>,that's,<\s>
<s>,that's,the
that's,the,part
the,part,of
part,of,the
of,the,frog's
the,frog's,eye
frog's,eye,<\s>
<s>,turn,it
turn,it,round
it,round,<\s>
<s>,anna,<\s>
<s>,he's,in
he's,in,that
in,that,in
that,in,that
in,that,bag
that,bag,<\s>
<s>,yeah,<\s>
<s>,his,friend
his,friend,<\s>
<s>,what's,his
what's,his,friend
his,friend,<\s>
<s>,what's,his
what's,his,friend
his,friend,in
friend,in,the
in,the,in
the,in,the
in,the,water
the,water,<\s>
<s>,kid,<\s>
<s>,seal's,called
seal's,called,robbie
called,robbie,<\s>
<s>,xxx,<\s>
<s>,this,is
this,is,xxx
is,xxx,<\s>
<s>,the,ball's
the,ball's,down
ball's,down,down
down,down,<\s>
<s>,pingu,knock
pingu,knock,pingu
knock,pingu,got
pingu,got,a
got,a,ball
a,ball,<\s>
<s>,the,ball
the,ball,knock
ball,knock,the
knock,the,skittles
the,skittles,down
skittles,down,<\s>
<s>,try,to
try,to,cheat
to,cheat,<\s>
<s>,he,was
he,was,<\s>
<s>,pingu,was
pingu,was,laughing
was,laughing,<\s>
<s>,yes,<\s>
<s>,what,he
what,he,was
he,was,laughing
was,laughing,about
laughing,about,<\s>
<s>,what,he
what,he,was
he,was,laughing
was,laughing,<\s>
<s>,no,<\s>
<s>,what,he
what,he,was
he,was,laughing
was,laughing,about
laughing,about,<\s>
<s>,his,friend
his,friend,<\s>
<s>,he,is
he,is,<\s>
<s>,pingu,friend
